date,panel_month,calendar_month_start,actual_quote_date,exact_calendar_first_of_month,calendar_days_after_month_start,n_raw,n_pass1,n_pass2,n_pass3,n_pass4,y3,y6,y9,y12,y15,y18,y21,y24,y30,y36,y48,y60,y72,y84,y96,y108,y120
1973-06-01,1973-06,1973-06-01,1973-06-01,True,0,62,59,57,58,57,0.07100042214394003,0.07253280051532317,0.07197203493203747,0.07208943509744355,0.06933637453256247,0.06838548633220652,0.06821069189141175,0.06750749231806907,0.06722377797910913,0.06649390447223727,0.0655355081075451,0.06598400474017163,0.06542214389264214,0.06705239396963597,0.06715104631637987,0.06850626863086726,0.0685222557084159
1973-07-02,1973-07,1973-07-01,1973-07-02,False,1,62,62,60,61,60,0.0800896513454597,0.08165767319019045,0.08037144685836906,0.08072389276139753,0.07674675574865782,0.07496640621928319,0.07156278497255204,0.07099701255538018,0.07010098437750875,0.06992870713517405,0.06840389447361193,0.06811808179071087,0.06703767506874132,0.0701937897260367,0.06906231367162857,0.06841503407815205,0.068572102703928
1973-08-01,1973-08,1973-08-01,1973-08-01,True,0,62,61,59,60,59,0.08539194909679618,0.08741039997081505,0.08675139786787917,0.0867577822839093,0.08539338135050617,0.08291243183790573,0.08071633414585923,0.08038953549803476,0.07962468336715457,0.0788327388569805,0.07915792193480518,0.07705123048549568,0.07371894154545003,0.07436941637978485,0.07361644419721644,0.07319599230563051,0.07316919672265162
1973-09-04,1973-09,1973-09-01,1973-09-04,False,3,63,61,60,61,60,0.08821562642994708,0.09008647873179618,0.08482307937443682,0.08563184579223304,0.08029778210936665,0.07687272925886707,0.0759940721409936,0.07601581240961884,0.07398320307633531,0.07235258785747153,0.07127462012039709,0.06988047599094349,0.06848674445397575,0.0709597017007322,0.07094270237864692,0.07060077979208103,0.06999407501731728
1973-10-01,1973-10,1973-10-01,1973-10-01,True,0,61,61,61,61,61,0.0716744824015608,0.07782897752670667,0.07781353101931728,0.07749366393223103,0.0726023443905443,0.07016793303528582,0.06921620293949553,0.0671189434326473,0.06655337109942257,0.06640963151686366,0.06663235536309596,0.06570508395900403,0.06579928225996377,0.06694620400176508,0.06727533698983258,0.06775068120817954,0.06736310996619689
1973-11-01,1973-11,1973-11-01,1973-11-01,True,0,62,62,61,61,61,0.07608444092195595,0.07732853766140985,0.07698159098732311,0.07257400105317093,0.06876991097945952,0.0680498157921895,0.06737616209605932,0.06823075021722103,0.06745819917408806,0.06718159064586134,0.06697107377386834,0.06662129677822066,0.06692560672300439,0.06662688652195589,0.06502802104886914,0.06497284689136826,0.06562706965130294
1973-12-03,1973-12,1973-12-01,1973-12-03,False,2,63,62,60,60,60,0.07541217731365304,0.07844408519277689,0.07899782746014906,0.07442907742502547,0.06841916523487225,0.06841333810873576,0.06831572965495497,0.06728895822107385,0.06693675794578824,0.06653864955457102,0.06679537558059434,0.06662707929005161,0.06765194326376633,0.06615309030408834,0.06421708304841134,0.06482030574735155,0.06558742613220434
1974-01-02,1974-01,1974-01-01,1974-01-02,False,1,62,61,59,61,59,0.07664228039162269,0.07746303887383132,0.07468057165715769,0.07218031122020341,0.07063316004396865,0.07032357916330377,0.06550641386781443,0.06336361565916353,0.06733004151806217,0.06678469754950522,0.06682899848807315,0.06717701854134883,0.06699596324733567,0.06677786030492451,0.06631188285419731,0.0668914949932511,0.06761431629012703
1974-02-01,1974-02,1974-02-01,1974-02-01,True,0,62,62,61,62,61,0.07434539909391313,0.07245738084977929,0.07202701539110956,0.0671033522611626,0.06601502020730518,0.0662125703836871,0.06109319087039601,0.06399144896182321,0.06606785326994793,0.066528511252843,0.06676617771395855,0.06706019314690248,0.06761711873394866,0.06661996938918952,0.06866946171253173,0.06893962928941168,0.06898507785156519
1974-03-01,1974-03,1974-03-01,1974-03-01,True,0,62,60,58,60,59,0.07671817372176416,0.07718285243534663,0.07300996682597241,0.07151291381793608,0.06940525772332487,0.06771049983676472,0.06421000221536408,0.06708476595502115,0.06891695267023916,0.06806377576235041,0.0688202333786452,0.0689710760195013,0.06969296626891114,0.06976343061236104,0.06729031548388273,0.06752335988254664,0.06775640428121055
